sentence_AB
A: Two groups of people are playing football  B: A player is running with the ball
A: Two teams are competing in a baseball game  B: A player is running with the ball
A: A player is running with the ball  B: Two teams are competing in a football match
A: Five wooden stands are in front of each child's hut  B: Five children are standing in front of a wooden hut
A: Five kids are standing close together and one kid has a gun  B: Five kids are standing close together and none of the kids has a gun
A: Five kids are standing close together and none of the kids has a gun  B: Five children are standing in front of a wooden hut
A: Five children are standing in a wooden hut  B: Five kids are standing close together and one kid has a gun
A: Five wooden stands are in front of each child's hut  B: Five kids are standing close together and one kid has a gun
A: An old man is sitting in a field  B: A man is sitting in a field
A: A man is sitting in a field  B: A man is running in a field
A: A person is wearing a hat and is sitting on the grass  B: A person is sitting in a field and is wearing a hat
A: A person is sitting and wearing a grass hat  B: A person is wearing a hat and is sitting on the grass
A: A person is sitting and wearing a grass hat  B: A man is sitting in a field
A: A man is sitting in a field  B: A person is wearing a hat and is sitting on the grass
A: The current is being ridden by a group of friends in a raft  B: A group of friends are riding the current in a raft
A: A group of friends are riding the current in a raft  B: A group is not riding the current in a raft
A: The current is being ridden by a group of friends in a raft  B: This group of people is practicing water safety and wearing preservers
A: A group of friends are riding the current in a raft  B: This group of people is practicing water safety and wearing preservers
A: A deer is jumping over a fence  B: A deer isn't jumping over the fence
A: People are walking inside a building that has many murals on it  B: People are walking outside a building that has many murals on it
A: Several people are in front of a colorful building  B: Nobody is in front of the colorful building
A: People are walking outside a building that has many murals on it  B: Nobody is in front of the colorful building
A: People are walking outside the building that has several murals on it  B: Several people are in front of a colorful building
A: A family is watching a little boy who is hitting a baseball  B: A family is watching a little boy who is missing a baseball
A: A child is hitting a baseball  B: A family is watching a little boy who is missing a baseball
A: A child is missing a baseball  B: A family is watching a little boy who is hitting a baseball
A: A purple crowd of people is eating on various red lit restaurant tables  B: Various people are eating at red tables in a crowded restaurant with purple lights
A: A large group of Asian people is eating at a restaurant  B: Various customers are eating in a crowded restaurant with purple lights
A: A purple crowd of people is eating on various red lit restaurant tables  B: A large group of Asian people is eating at a restaurant
A: Various people are eating at red tables in a crowded restaurant with purple lights  B: A small group of people is waiting to eat in a restaurant
A: A motorcycle rider is standing up on the seat of a white motorcycle  B: No motorcycle rider is standing up on the seat of a motorcycle
A: Nobody is on a motorcycle and is standing on the seat  B: Someone is on a black and white motorcycle and is standing on the seat
A: A motorcyclist is riding a motorbike dangerously along a roadway  B: A motorcyclist is riding a motorbike along a roadway
A: There is no motorcyclist riding a motorbike along a roadway  B: A motorcyclist is riding a motorbike along a roadway
A: A man with a helmet painted red is riding a blue motorcycle down the road  B: A motorcyclist with a red helmet is riding a blue motorcycle down the road
A: A motorcyclist without a helmet is waiting on a blue motorcycle near the road  B: A motorcyclist is riding a motorbike along a roadway
A: Two dogs are playing by a tree  B: A dog is catching a stick in the air and another is watching
A: Two dogs are playing by a tree  B: There is no dog leaping in the air
A: Two dogs are playing by a tree  B: A dog is leaping high in the air and another is watching
A: A girl in white is dancing  B: The dancer is dancing in front of the sound equipment
A: A girl in white is dancing  B: The blond girl is dancing behind the sound equipment
A: A girl is wearing white clothes and is dancing  B: The blond girl is dancing in front of the sound equipment
A: The blond girl is dancing in front of the sound equipment  B: There is no girl in white dancing
A: Three Asian kids are dancing and a man is looking  B: Three Asian kids are dancing and there is no man looking
A: Three Asian kids are dancing and a man is looking  B: An Asian man is dancing and three kids are looking
A: The children of a family are playing and waiting  B: Three Asian kids are dancing and a serious man is looking
A: The children of a family are patiently playing and waiting  B: Three Asian kids are dancing and a man is looking
A: There are no children playing and waiting  B: Three Asian kids are dancing and a man is looking
A: A woman is wearing an Egyptian hat on her head  B: A woman is wearing an Egyptian headdress
A: A woman is wearing an Egyptian headdress  B: A woman is wearing an Indian headdress
A: The black woman is wearing glasses over the headdress  B: A woman is wearing an Egyptian headdress
A: A woman is wearing an Egyptian hat on her head  B: The woman is wearing glasses and a black headdress
A: A hiker is on top of the mountain and is dancing  B: There is no hiker dancing on top of the mountain
A: There is no man on a rock high above some trees standing in a strange position  B: A man is on a rock high above some trees and is standing in a strange position
A: A hiker is on top of the mountain and is dancing  B: A man is on a rock high above some trees and is standing in an uncomfortable position
A: A hiker is on top of the mountain and is dancing  B: There is no man on a rock high above some trees standing in a strange position
A: A man is on a rock high above some trees and is standing in a strange position  B: A hiker is on top of the mountain and is doing a joyful dance
A: There is no hiker dancing on top of the mountain  B: A man is on a rock high above some trees and is standing in a strange position
A: The brown horse is very near a red barrel at the rodeo  B: The brown horse is near a red barrel at the rodeo
A: The brown horse is near a red barrel at the rodeo  B: The brown horse is far from a red barrel at the rodeo
A: A cowgirl is riding a brown horse and is cornering a barrel  B: The brown horse is near a red barrel at the rodeo
A: A cowgirl is riding a horse and corners a barrel  B: The brown horse is near a red barrel at the rodeo
A: A boy is standing in the cold water  B: A boy is standing in the water
A: The boy is sitting near the blue ocean  B: The boy is wading through the blue ocean
A: A boy is standing in the water  B: The kid is swimming through the blue ocean
A: The boy is wading through the blue ocean  B: A boy is standing in the cold water
A: A man is playing a guitar on stage  B: There is no man playing a guitar on stage
A: A man is playing a guitar on stage  B: A guitarist has blonde and flyaway hair
A: A man is playing a guitar on stage  B: A bald person is playing a guitar
A: There is no man playing a guitar on stage  B: A person has blonde and flyaway hair and is playing a guitar
A: Several children are sitting down and have their knees raised  B: Several children are lying down and are raising their knees
A: Two young girls are sitting on the ground  B: Two girls are sitting on the ground
A: Two girls are lying on the ground  B: Several children are sitting down and have their knees raised
A: A nude lady is walking in front of a crowd in body paint  B: There is no lady walking in body paint in front of a crowd 
A: A nude lady is walking in front of a crowd in body paint  B: A nude crowd in body paint is walking in front of a lady 
"A: A young, topless woman is covered in paint  B: A topless girl is covered in paint"
A: A nude lady is walking in front of a crowd in body paint  B: A topless girl is covered in paint
"A: A nude crowd in body paint is walking in front of a lady   B: A young, topless woman is covered in paint"
"A: A nude lady is walking in front of a crowd in body paint  B: A young, topless woman is covered in paint"
A: A group of people is near the ocean  B: A crowd of people is near the water
A: A crowd of people is near the water  B: A crowd of people is far from the water
A: A group of children in uniforms is standing at a gate and one is kissing the mother  B: A group of children wearing the same clothes is waiting at a gate and one is kissing the mother
A: A group of mothers in uniforms is standing near the children and one is kissing the gate  B: A group of children in uniforms is standing at a gate and one is kissing the mother
A: A man is in a parking lot and is playing tennis against a large wall  B: A man is in a parking lot and is playing tennis against a friend
A: A man is in a parking lot and is playing tennis against a large wall  B: There is no man pointing at a car
A: A man is in a parking lot and is playing tennis against a friend  B: A man is pointing at a silver sedan
A: A group of people is on a beach  B: A group of people is near the sea
A: A group of people is on a beach  B: A group of people is on a mountain
"A: A man, a woman and two girls are walking on the beach  B: Four people are walking on the beach"
A: A group of people is on a beach  B: Four people are walking on the beach
"A: A man, a woman and two girls are walking on the beach  B: A group of people is on a mountain"
"A: A man, a woman and two girls are walking on the beach  B: A group of people is on a beach"
A: A schoolgirl with a black bag is on a crowded train  B: A girl with a black bag is on a crowded train
A: There is no girl with a black bag on a crowded train  B: A girl with a black bag is on a crowded train
A: A girl with a black bag is on a crowded train  B: A cramped black train is on the bag of a girl
A: An Asian woman in a crowd is not carrying a black bag  B: An Asian woman in a crowd is carrying a black bag
A: A girl with a black bag is on a crowded train  B: An Asian woman in a crowd is not carrying a black bag
A: A schoolgirl with a black bag is on a crowded train  B: An Asian woman in a crowd is carrying a black bag
A: A dog is chasing another and is holding a stick in its mouth  B: A dog is chasing another and is holding a piece of wood in its mouth
A: Two dogs are running and carrying a toy in their mouths  B: Two dogs are running and carrying an object in their mouths
A: A dog is chasing another and is holding a piece of wood in its mouth  B: Two dogs are running and carrying an object in their mouths
A: Two dogs are running and carrying an object in their mouths  B: A dog is chasing a stick and holding another dog in its mouth
A: A dog is chasing another and is holding a stick in its mouth  B: Two dogs are running and carrying an object in their mouths
A: A dirty soccer ball is rolling into a goal net  B: A soccer ball is rolling into a goal net
A: A soccer ball is not rolling into a goal net  B: A soccer ball is rolling into a goal net
A: A person who plays soccer is kicking a ball into the goal  B: A soccer ball is rolling into a goal net
A: A soccer ball is rolling into a goal net  B: A soccer player is kicking a ball out of the goal
A: A soccer ball is rolling into a goal net  B: A soccer player is kicking a ball into the goal
A: A man is sitting on a chair and rubbing his eyes  B: There is no man sitting on a chair and rubbing his eyes
A: A man with tattoos is lounging on a couch and holding a pencil  B: A tattooed man is on a sofa and is holding a pencil
A: A man with tattoos is lounging on a couch and holding a pencil  B: A man with tattoos is lounging on a couch and is looking for a pencil
A: A man with tattoos is holding a couch with a pencil  B: A man with tattoos is lounging on a couch and holding a pencil
A: A man is sitting on a chair and rubbing his eyes  B: A man with tattoos is lounging on a couch and is looking for a pencil
A: A man with tattoos is holding a couch with a pencil  B: A man is sitting on a chair and rubbing his eyes
A: A man is resting on a chair and rubbing his eyes  B: A man with tattoos is lounging on a couch and holding a pencil
A: A man with tattoos is lounging on a couch and holding a pencil  B: There is no man sitting on a chair and rubbing his eyes
A: A man with tattoos is lounging on a couch and holding a pencil  B: A man is sitting on a chair and rubbing his eyes
A: A brown and white dog is running through the tall grass  B: A black and tan dog is running through the low and green grass
A: A white and tan dog is running through the tall and green grass  B: A brown and white dog is running through the tall grass
A: A man with paint covered clothes is sitting outside in a busy area writing something  B: A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something
A: There is no man wearing clothes that are covered with paint or is sitting outside in a busy area writing something  B: A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something
A: A sitting man is busy writing something in an area covered by paint  B: A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something
A: A man is sitting near a bike and is writing a note  B: There is no man writing a note near a bike
A: A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something  B: A man is standing near a bike and is writing on a piece paper
A: There is no man writing a note near a bike  B: A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something
A: A man is sitting near a bike and is writing a note  B: A man with paint covered clothes is sitting outside in a busy area writing something
A: A group of scouts are camping in the grass  B: A group of scouts are hiking through the grass
A: Some people are walking  B: People are walking
A: Some people are walking  B: A group of scouts are camping in the grass
A: A group of scouts are hiking through the grass  B: Some people are walking
A: Two men are taking a break from a trip on a snowy road  B: Two men are breaking into a car during a trip on a snowy road
A: Two men with bikes are on the side of a snowy road  B: Two men with cars are on the side of a snowy road
A: Two men are holding fishing poles and fishing tackle  B: Two men are holding fishing poles
A: Two men are not holding fishing poles  B: Two men are holding fishing poles
A: Two men are holding fishing poles  B: Two men are standing near the water and are holding tools used for fishing
A: There is no man standing near the water and holding fishing poles  B: Two men are holding fishing poles
A: The helmeted girl is riding a bike  B: The helmeted girl is perching on a bike
A: A woman is performing a trick on a ramp with a bicycle  B: A woman is jumping with a bicycle
A: A woman is performing a trick on a ramp with a bicycle  B: A woman is performing a trick on a ramp with a car
A: The helmeted girl is perching on a bike  B: A woman is performing a trick on a ramp with a car
A: The girl with a helmet is perching on a bike  B: A woman is performing a trick on a ramp with a bicycle
A: The helmeted girl is riding a bike  B: A woman is performing a trick on a ramp with a bicycle
A: A woman is performing a trick on a ramp with a bicycle  B: The helmeted girl is perching on a bike
A: A blonds girl is surfing  B: A blond girl is riding the waves
A: A lady is surfing and riding a wave  B: A boy is surfing and riding a wave
A: A woman is surfing  B: A blond girl is riding the waves
A: A lady is surfing and riding a wave  B: A blonds girl is surfing
A: A blond girl waves while she is riding  B: A lady is surfing and riding a wave
A: Two children and an adult are standing next to a tree limb  B: Two children and an adult are not standing next to a tree limb
A: Two children and an adult are standing next to a tree limb  B: Two children are climbing a tree
A: Two children and an adult are standing next to a tree limb  B: Two children are hanging on a large branch
A: A man dressed in black is riding a bike  B: A man is performing a trick on a bike
A: A man is performing stunts on a green bicycle  B: A man is performing a trick on a green bicycle
A: There is no man dressed in black and riding a green bike  B: A man is performing a trick on a green bicycle
A: A boy is holding a squirt gun  B: A child is holding a squirt gun
A: A laughing child is holding a water gun and getting sprayed with water  B: A child with a gun that sprays water is laughing and getting hit by other boys
A: There is no child holding a water gun or getting sprayed with water  B: A laughing child is holding a water gun and getting sprayed with water
A: A child with a gun that sprays water is laughing and getting hit by other boys  B: A child is holding a squirt gun
A: Two daschunds are playing with a red ball  B: Two dogs are playing with a small red ball
A: Two cats are playing with a red ball  B: Two daschunds are playing with a red ball
A: Two brown dogs are fighting over a red ball and are playing in the grass  B: Two dogs are playing with a small red ball
A: There is no dog playing with a red ball  B: Two daschunds are playing with a red ball
"A: The black and white dog is running and a person stands behind it  B: The dog, which is black and white, is running and a person stands behind it"
A: A little dog is sprinting and the person who owns it is trying to catch it  B: A little dog is sprinting and its owner is trying to catch it
A: The black and white dog is running and a person stands behind it  B: A little dog is sprinting and the person who owns it is trying to catch it
A: The black and white dog is running and a person stands behind it  B: A little dog is slowing down and the owner is quitting chasing it
A: The black and white dog isn't running and there is no person standing behind  B: A little dog is sprinting and its owner is trying to catch it
A: A black person is running along a white stand and a dog barks behind him  B: A little dog is sprinting and its owner is trying to catch it
A: A man wearing a dyed black shirt is sitting at the table and laughing  B: A black shirt is being worn by a man who is sitting at the table and laughing
"A: A man wearing a dyed black shirt is sitting at the table and laughing  B: There is no man wearing a shirt dyed black, sitting at the table and laughing"
A: A laughing man is dyeing a shirt black on the table which you cannot sit at   B: A man wearing a dyed black shirt is sitting at the table and laughing
A: A black shirt is being worn by a man who is sitting at the table and laughing  B: A man is sitting comfortably at a table
A: A man is sitting and tables a comfortable discussion  B: A man wearing a dyed black shirt is sitting at the table and laughing
A: A man is sitting comfortably at a table  B: A man wearing a dyed black shirt is sitting at the table and laughing
A: A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians  B: A woman who is wearing a pink scarf is riding a bike down a bridge built for pedestrians
A: A woman who is taking off a pink boa is stopping her bicycle on a bridge built for pedestrians  B: A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians
"A: A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians  B: The woman wearing silver pants, pink bellbottoms and a pink scarf isn't riding a bike"
"A: A woman who is wearing a pink scarf is riding a bike down a bridge built for pedestrians  B: The woman wearing silver pants, pink bellbottoms and a pink scarf is riding a bike"
"A: A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians  B: The woman wearing silver pants, pink bellbottoms and a pink scarf is riding a bike"
"A: A person, who is riding a bike, is wearing gear which is black  B: A biker is wearing gear which is black"
A: A biker is naked  B: A biker is wearing gear which is black
A: A black helmet is being worn by a man who is pushing a bicycle  B: One man is wearing a black helmet and pushing a bicycle
A: A biker is wearing gear which is black  B: There is no man wearing a black helmet and pushing a bicycle
A: One man is wearing a black helmet and pushing a bicycle  B: A biker is naked
A: The man in a grey t-shirt is sitting on a rock in front of the waterfall  B: The man in a t-shirt dyed grey is sitting on a rock in front of a waterfall
A: The man in a grey t-shirt is sitting on a rock in front of the waterfall  B: There is no man in a grey t-shirt sitting on a rock in front of the waterfall
A: A woman is standing and isn't looking at the waterfall  B: A woman is sitting and looking at the waterfall
A: A woman is standing and isn't looking at the waterfall  B: The man in a grey t-shirt is sitting on a rock in front of the waterfall
A: The man in a t-shirt dyed grey is sitting on a rock in front of a waterfall  B: A woman is sitting and looking at the waterfall
A: There is no man in a grey t-shirt sitting on a rock in front of the waterfall  B: A woman is sitting and looking at the waterfall
A: A woman is sitting and looking at the waterfall  B: A rocker is sitting with a t-shirt that has a man over a grey waterfall on the front
"A: A dog, which is brown, and a black one are running in the grass  B: There is no dog running in the grass"
"A: A black man is running in brown grass and racing a dog  B: A dog, which is brown, and a black one are running in the grass"
A: A dark black dog and a light brown dog are playing in the yard in the back  B: A dark black dog and a light brown dog are playing in the backyard
"A: A dark black dog and a light brown dog are playing in the yard in the back  B: A dog, which is brown, and a black one are running in the grass"
"A: A dark black dog and a light brown dog are fighting in the backyard  B: A dog, which is brown, and a black one are running in the grass"
A: There is no dog running in the grass  B: A dark black dog and a light brown dog are playing in the backyard
A: A dark black dog and a light brown dog are playing in the backyard  B: A black man is running in brown grass and racing a dog
A: A dog that has a brown and white coat is sitting in shallow water  B: A dog that has a brown and white coat is trotting through shallow water
A: A white and brown dog is walking through the water with difficulty  B: A white and brown dog is pacing through the water with difficulty
A: A group of boys are quiet in front of a large door made of wood  B: A group of boys are playing with a ball in front of a large door made of wood
A: The children aren't playing in front of a large door  B: A group of boys are playing with a ball in front of a large door made of wood
A: A bunch of boys are playing with a ball in front of a large door made of wood  B: The children are playing in front of a large door
A: The children are playing in front of a large door  B: A group of boys are quiet in front of a large door made of wood
"A: A black, red, white and pink dress is being worn by a woman  B: A woman is taking off a cloak, which is very large, and revealing extravagant apparel"
"A: A woman is taking off a cloak, which is very large, and revealing an extravagant dress  B: A black, red, white and pink dress is being worn by a woman"
A: A teenage girl is storing away beads that are red  B: A teenage girl is wearing beads that are red
"A: A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling  B: A lady of young age, with light brown hair, is wearing a red necklace, a sweatshirt and earrings and is smiling"
"A: A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling  B: There is no young lady with light brown hair wearing a red necklace, a sweatshirt and earrings and smiling"
"A: A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling  B: A red sweatshirt with a smiling lady upon it is suited to be worn with light brown hair, earrings and a necklace "
"A: A lady of young age, with light brown hair, is wearing a red necklace, a sweatshirt and earrings and is smiling  B: A teenage girl is wearing beads that are red"
"A: A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling  B: The teenage girl is wearing beads that are red"
"A: The girl likes red and isn't wearing beads for teenagers  B: A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling"
A: A fearful little boy is on a climbing wall  B: A fearful little boy is on the ground
A: A boy is climbing up a wall artificially built for climbing and is attached to a rope  B: A climbing boy rescues the fearful cat from over the wall
A: A fearful little boy is on a climbing wall  B: A boy is effortlessly climbing up a wall artificially built for climbing and is attached to a rope
A: A boy is climbing up a wall artificially built for climbing and is attached to a rope  B: A fearful little boy is on a climbing wall
A: A dad is launching his daughter into a swimming pool  B: A father is launching the daughter in a swimming pool
A: A father is in the swimming pool during his daughters launch  B: A father is launching the daughter in a swimming pool
A: The man is tossing a kid into the swimming pool that is near the ocean  B: One man is tossing a kid into the swimming pool that is near the ocean
"A: The man is tossing a kid into the swimming pool that is near the ocean  B: A kid swimming in the ocean is tossing a coin into the pool, near the man"
A: One man is tossing a kid into the swimming pool that is near the ocean  B: A father is launching the daughter in a swimming pool
"A: A kid swimming in the ocean is tossing a coin into the pool, near the man  B: A father is launching the daughter in a swimming pool"
A: A father is in the swimming pool during his daughters launch  B: The man is tossing a kid into the swimming pool that is near the ocean
A: A father is launching the daughter in a swimming pool  B: The man is tossing a kid into the swimming pool that is near the ocean
A: A social climber is tying a man to a cliff with a rope  B: One man is climbing a cliff with a rope
"A: A person is standing in front of a rock with a rope, which is pink  B: A person is climbing a rock with a rope, which is pink"
"A: A rock is being climbed by a person with a rope, which is pink  B: One man is climbing a cliff with a rope"
"A: One man is climbing a cliff with a rope  B: A person is standing in front of a rock with a rope, which is pink"
"A: A person is climbing a rock with a rope, which is pink  B: One man is climbing the cliff with a rope"
"A: A person is climbing a rock with a rope, which is pink  B: One man is descending a cliff with a rope"
"A: A person is climbing a rock with a rope, which is pink  B: A social climber is tying a man to a cliff with a rope"
A: A young boy isn't climbing a wall made of rock  B: The young boy is climbing the wall made of rock
A: A young child is climbing a rock climbing wall which is indoors  B: A young kid is climbing a rock climbing wall which is indoors
A: A young child is climbing a rock climbing wall which is indoors  B: A child is indoors watching a program about some young climbers on a rock wall.
A: A child is indoors watching a program about some young climbers on a rock wall.  B: The young boy is climbing the wall made of rock
A: One young boy is climbing a wall made of rock  B: A young child is climbing a rock climbing wall which is indoors
A: A young climber is making a rock wall for the boys  B: A young child is climbing a rock climbing wall which is indoors
A: The cyclist is performing a trick in the air  B: The cyclist isn't performing a trick in the air
A: One man is doing a bicycle trick in midair  B: The cyclist isn't performing a trick in the air
A: One man is doing a bicycle trick in midair  B: The air is tricking a performing cyclist
"A: A dog, which is black, and a white one are staring at each other in the street  B: A dog, which is black, and another one, which is white, are staring at each other in the street"
"A: A dog, which is black, and a white one are staring at each other in the street  B: One white dog is staring at the black street"
A: Two dogs of different breeds are looking angrily at each other across a street  B: Two dogs of different breeds are looking at each other across a street
A: Two dogs of different breeds are looking at each other across a street  B: There are no dogs of different breeds looking at each other across a street
"A: A dog, which is black, and another one, which is white, are staring at each other in the street  B: Two dogs of different breeds are looking at each other across a street"
"A: A dog next to a tree, which is probably a pine, is dropping a bucket  B: A dog next to a tree, which is probably a pine, is biting a bucket"
"A: A dog next to a tree, which is probably a pine, is biting a bucket  B: A dog in a bucket is biting a tree which is probably a pine"
A: A dog which is furry and black is in a backyard and is carrying a basket in its mouth.  B: A dog which is furry and black is in a back yard and is carrying a basket in its mouth
A: A dog which is furry and black is in a back yard and is carrying a basket in its mouth  B: There is no dog which is furry and black in a back yard carrying a basket in its mouth.
"A: A dog next to a tree, which is probably a pine, is biting a bucket  B: There is no dog which is furry and black in a back yard carrying a basket in its mouth."
"A: A dog in the backyard is carrying black fur in a basket in its mouth.  B: A dog next to a tree, which is probably a pine, is biting a bucket"
"A: A dog which is furry and black is in a back yard and is carrying a basket in its mouth  B: A dog next to a tree, which is probably a pine, is dropping a bucket"
A: Two persons of large size are sitting on a park bench and they have a bottle of soda between them  B: Two large persons are sitting on a park bench and they have a bottle of soda between them
A: Two large persons are sitting on a park bench and they have a bottle of soda between them  B: Two large persons are standing near a park bench and they have nothing between them
A: Two large park benches have a person sitting and a bottle of soda between them  B: Two large persons are sitting on a park bench and they have a bottle of soda between them
A: A man and a woman are sitting comfortably on the bench  B: Two persons of large size are sitting on a park bench and they have a bottle of soda between them
A: The man is racing for the lead   B: A man is leading the race
A: A few men in a competition are running outside  B: One man is leading the race
A: A man is bringing up the rear of the race  B: A few men in a competition are running outside
A: A few men in a competition are running outside  B: A man is leading the race
A: A man with a camera is studying the subject  B: There is no man with a camera studying the subject
A: A man with a camera is studying the subject  B: The study subject is a camera man
A: The man with the dyed purple hat is operating a camera that makes videos  B: The man in the purple hat is operating a camera that makes videos
A: The man in the purple hat isn't operating a camera that makes videos  B: The man in the purple hat is operating a camera that makes videos
A: The man with the dyed purple hat is operating a camera that makes videos  B: A man with a camera is studying the subject
A: A man with a camera is studying the subject  B: The man in the purple hat isn't operating a camera that makes videos
A: The man in the purple hat is operating a camera that makes videos  B: The subject is being studied by a man with a camera
A: The man in the purple hat is operating a camera that makes videos  B: There is no man with a camera studying the subject
A: The study subject is a camera man  B: The man in the purple hat is operating a camera that makes videos
A: The man in the purple hat is operating a camera that makes videos  B: A man with a camera is studying the subject
A: The bride and the groom are leaving after the marriage  B: The bride and the groom are leaving after the wedding
A: The bride and the groom are arriving after the wedding  B: The bride and the groom are leaving after the wedding
A: A married couple is walking up the aisle  B: A married couple is walking down the aisle
A: The priest is walking down the aisle to marry a couple  B: The bride and the groom are leaving after the wedding
A: The bride and the groom are leaving after the marriage  B: A married couple is walking down the aisle
A: The bride and the groom are arriving after the wedding  B: A married couple is walking down the aisle
A: A married couple is walking down the aisle  B: The bride is leaving the groom after the wedding
A: A married couple is walking down the aisle  B: The bride and the groom are leaving after the wedding
A: The presentation is being watched by a classroom of students  B: The presentation is being attended by a classroom of students
A: The presentation is being attended by a classroom of students  B: A classroom is full of students
A: The presentation is being watched by a classroom of students  B: A classroom is empty
A: A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees  B: A boy at the bottom of a hill covered in snow is naked and is sitting on his knees
A: A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees  B: A boy on a red and black slide is wearing a jacket and a hat and has knees which are covered in snow
A: The kid is happily sliding in the snow  B: The kid is sliding in the snow
A: A snow slide is full of kids  B: The kid is sliding in the snow
A: A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees  B: The kid is still in the snow
A: The kid is sliding in the snow  B: A boy at the bottom of a hill covered in snow is naked and is sitting on his knees
A: A woman and a dog are peacefully sitting on a tree stump  B: A woman and a dog are sitting on a tree stump
